id,man,woman,screen,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent18,prolific_id,fig.1a,fig.1b,wc,fig.2a,fig.2b,wc2,fig.3a,fig.3b,wc3,fig.4a,fig.4b,wc4,fig.5a,fig.5b,wc5,fig.6a,fig.6b,wc6,fig.7a,fig.7b,wc7,fig.8a,fig.8b,wc8,fig.9a,fig.9b,wc9,fig.10a,fig.10b,wc10,fig.11a,fig.11b,wc11,fig.12a,fig.12b,wc 12,fig.13a,fig.13b,wc13,fig.14a,fig.14b,wc14,fig.15a,fig.15b,wc15,fig.16a,fig.16b,wc16,fig.17a,fig.17b,wc17,fig.18a,fig.18b,wc18,fig.19a,fig.19b,wc19,fig.20a,fig.20b,wc20,fig.21a,fig.21b,wc21,fig.22a,fig.22b,wc22,fig.23a,fig.23b,wc23,fig.24a,fig.24b,wc24,fig.25a,fig.25b,wc25,fig.26a,fig.26b,wc26,fig.27a,fig.27b,wc27,fig.28a,fig.28b,wc28,fig.29a,fig.29b,wc29,fig.30a,fig.30b,wc30,loneliness,loneliness_2,loneliness_3,loneliness_4,loneliness_5,loneliness_6,loneliness_7,loneliness_8,loneliness_9,loneliness0,loneliness1,loneliness2,loneliness3,loneliness4,loneliness5,loneliness6,loneliness7,loneliness8,loneliness9,loneliness_20,big5_1,big5_2,big5_3,big5_4,big5_5,big5_6,big5_7,big5_8,big5_9,big5_10,race_cold_warm,race_cold_warm_2,race_cold_warm_3,race_cold_warm_4,race_cold_warm_6,race_cold_warm_7,race_cold_warm_8,political_ideology,political_party,political_party_4_TEXT,authenticity,authenticity_2,authenticity_3,authenticity_4,authenticity_5,authenticity_6,authenticity_7,authenticity_8,authenticity_9,authenticity0,authenticity1,authenticity2,age,gender,us_citizen,us_citizen_2_TEXT,us_born,us_years,us_region,us_region_3_TEXT,race_eth,education,income,mTurkCode,man,woman
105,Trevor,Christina,good,2/11/2020 10:23,2/11/2020 10:36,0,71.245.67.101,100,816,1,2/11/2020 10:36,R_2t2Vwzj9j72v5rd,,,,,41.83070374,-71.39820099,anonymous,EN,1,5c86b2048d2bbf0017e4ae32,1,nice colors but kinds of blah,29,3,It looks like a little kids primary color picture,49,7,looks more classic but i'm not a fan of the colors,50,-10,not enough color and too yellow for me. Not my favorite colors,63,-50,looks like a little kids painting,33,50,i like the simplicity of the tree and the colors,48,-28,looks like the surface of the moon,34,-11,it looks very 80's and kind of scary,36,10,nice colors but it looks like it's from the 80s,47,-31,It's very dark and angry looking,32,20,I like how it looks like buildings but i'm not a fan of colors,62,-9,way too 90s/80s for me,22,18,i like the colors but it looks like something that would hang in a hotel,72,9,has a tree look to it and it's colors are happy,47,14,I really like the colors,24,-50,very creepy with a bear and a gun,33,12,I like how it looks like a tree. The colors are too muted though,64,-10,it looks dreary and not uplifting,33,18,i like the colors and the way it looks like an actual scene,59,-23,it looks like a piccasso knock off,34,35,it has a lot of happy colors and it's very classic looking,58,7,i like the colors but it looks too 80s for me,45,6,nice bright colors but looks like it's from the 90's,52,50,I like how it looks like a waterfall in an exotic place,55,32,nice colors and it looks like a native work,43,-17,looks like a little kids painting,33,1,I like the orange but it's a little blah,40,-27,very blah colors and it's not fun,33,-4,It's too on trend with the gray and doesn't look like a lasting piece,69,-18,it looks like some thing I could make it my garage,50,3,2,4,2,1,4,1,2,1,2,3,4,3,4,1,3,4,4,4,2,5,6,5,1,6,5,7,1,6,4,30,91,91,91,95,15,70,1,2,,6,1,1,1,3,1,1,6,6,1,6,1,33,1,1,,1,,2,,3,5,5,9904893,Trevor,Christina
107,Jesse,Katelyn,good,2/11/2020 10:03,2/11/2020 10:38,0,73.219.91.26,100,2067,1,2/11/2020 10:38,R_1DMR8KDoQvtRgoS,,,,,42.42799377,-71.0617981,anonymous,EN,1,5e10eede451be57b9499894c,-18,Im not a fan of the bluriness,29,-25,Looks childish and i dont like the texture,42,-20,No substance or feeling to it,29,9,I like the warmth in the colors. Its reassuring.,48,-22,I just dont get it. Means very little to me,43,-11,Nothing grabs at me here,24,14,Makes me think of the beach which makes me happy,48,24,I like the definition and the strong lines. It makes me think of someone watching over the world,96,-2,The lack of concrete form kind of turns me off,46,29,It makes me think of music and i love the reflective aspect,59,13,I like the dark lines and it interests me,41,-11,Just confuses me overall,24,39,Really like this. Its like looking out a window into a beautiful storm,70,10,Its cute. Not striking but i would keep it in my home.,54,-2,Doesnt trigger much of a reaction overall,41,5,I dont feel any real response,29,-3,Doesnt completely turn me off but wouldnt look twice,52,-27,It reminds me of ghosts on a boat. Makes me nervous.,52,-7,I dont like the smudge effect,29,6,I do at least like the dark colors blending,43,-5,I dont like how nothing is defined and the colors dont work for me,66,14,I usually dont like blurry pieces but the colors are amazing in this,68,37,Makes me want to stare at it for hours. Like there is something deeper to find.,79,33,Love the colors and contrast. Feels peaceful.,45,-26,Creates a bit of fear in me for some reason,43,-5,Looks bland and boring,22,-25,Doesnt look like anything to me. Doesnt capture my attention.,61,-23,Just all blurs together for me. No substance.,45,6,Grabs interest but then confuses me,35,10,I do like the multi-dimensional aspect of this piece,52,3,4,4,3,2,4,3,2,3,1,4,3,1,4,2,3,4,1,1,3,6,2,3,7,7,3,6,5,2,6,80,80,70,65,80,75,90,2,3,,5,4,8,3,3,8,4,5,5,5,8,4,36,1,1,,1,,2,,3,3,1,1718466,Jesse,Katelyn
108,Jeremy,Paige,good,2/11/2020 10:10,2/11/2020 10:38,0,108.90.185.6,100,1657,1,2/11/2020 10:38,R_1mg8vZdQnXe0Yi2,,,,,41.64289856,-83.47190094,anonymous,EN,1,5dd09f0596afdf169fa98611,-10,fearful. Makes me think of fire,31,-5,Unhappy. I do not like it,25,-50,seems too angry,15,31,the colors are calming,22,1,I don't hate it but I can't relate to it,40,1,Kind of boring. I don't care for many abstracts,47,43,Happy. Looking at the moon,26,10,Nervous like being up high,26,-16,I feel this incites anger,25,23,kind of happy. it is intriguing,31,-21,gave me a sense of gloom,24,-10,do not like it. Seems too busy,30,17,Pleased. I like to combination of colors,40,21,It didn't really do anything to excite me.,42,1,I feel nothing when looking at this,35,-50,very disturbed seening a gun in the same picture as a teddy bear,64,45,very pretty. Makes me happy,27,-10,Unhappy. Makes me thing of evil,31,1,it's too busy for me. Makes me feel stressed.,45,-11,scared. makes me feel alone or abandoned,40,1,the picture is boring,21,33,Happy. I like to colors,23,1,Does not incite any emotional response,38,38,somewhat happy. I like the colors,33,40,reminds me of ancient history which makes me happy,50,30,"somewhat happy, like being outside on a nice day",48,46,Pleased. Reminds me of a child drawing,38,1,I just don't like it. It makes no sense to me,45,-11,unhappy. Looking at this all the time would depress me.,55,49,Happy. Makes me think of childhood finger painting,50,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,1,7,2,7,5,7,1,7,6,100,100,100,100,1,1,1,6,4,None,6,2,3,2,2,4,2,6,6,1,6,1,56,1,1,,1,,3,Midwest,3,4,1,2117531,Jeremy,Paige
109,Nathaniel,Bailey,good,2/11/2020 9:51,2/11/2020 10:38,0,108.232.155.164,100,2867,1,2/11/2020 10:38,R_podP7oohed7o5ON,,,,,33.78379822,-84.44550323,anonymous,EN,1,5a6c0147d5d4cb0001d659e4,7,"A bit of a smokey mess, but it does have an air of mystery I like",65,-38,Too gloopy and unfocused,24,-47,Just scribbles. People buy that?,32,-42,Boring and tasteless. Almost reminds me of when an art gallery called a banana 'art',84,-40,Not sure what that even is. Looks like a 2-year old drawing,59,9,"Not my favorite, but I like the empty vibe and the imagination it invokes. A skinny girl with long legs, perhaps, looking over a cliff",134,9,It gives off an alien-like vastness of space vibe which I like,62,-31,"Not a fan of abstract looking pieces with too many focal points. The tunnel and face, for example",97,-35,Not very enticing. No real substance other than a lady laying down,66,39,"For black and white, this is pretty vibrant and cool. I like this.",66,11,Kind of bizzare in that I can imagine ships or something from it.,65,-44,Too many blocks. I can't see a purpose or a focal point,55,-25,Looks like an upclose dried set of water droplets. Boring.,58,12,"Not quite the style I'd like, but it does have a certain air of emptiness.",74,-14,"This is passable, but personally it just has nothing I'd like to see.",69,-48,Creeps me out. Like..really creeps me out.,42,24,I like the artistic sketching pattern.,38,-18,Looks like a jumbled mess. I prefer a clearer picture,53,-50,Horrible. Squiggly lines everywhere.,36,6,"A bit hectic, but it does have a bit of coolness to it",54,12,Looks like two ships on fire. Cool image.,41,-45,Looks like a giant blob,23,-25,Not a fan of these dot pieces. They hurt my eyes.,49,37,"Feels surreal, in a way, and vibrant",36,30,I love the background color and it's creepy...but cool.,55,-24,"Too blocky and unfocused. It's like the inside of a house, and the outside.",75,-44,Looks like a splash of different colors and designs without purpose,67,-38,"Has an air of darkness to it, but no real substance besides the mouse-like thing.",81,-40,"Giant messy blob. Looks like it tries to be edgy, but fails.",60,11,"No my favorite, but I do like the long strokes of color",55,2,3,3,3,4,2,4,4,4,3,3,4,4,3,4,4,3,4,4,4,7,1,6,1,7,1,6,2,6,1,77,75,76,65,71,45,60,3,2,,6,1,2,2,8,3,8,5,6,8,5,1,28,2,1,,1,,1,,3,5,3,4378044,Nathaniel,Bailey
110,Dakota,Laura,good,2/11/2020 10:17,2/11/2020 10:38,0,173.49.164.127,100,1270,1,2/11/2020 10:38,R_UbxcCpJFajCKXkt,,,,,39.92059326,-75.18260193,anonymous,EN,1,5db4ef4a2986a3000be1f886,15,"soft and touchable, muddled",27,14,active and kinetic- simplified,30,40,"wild scribbling, freedom, expression",36,22,"spontaneous, without hesitation",31,16,fresh and fun - bright and active,33,35,graceful and light,18,11,I feel thirsty - reminds me of desert sand,42,-8,chaotic and disassembled,24,-43,"autopsy, morgue, dead corpses - don't like the flesh tones",58,24,I feel a state of readiness without anxiety.,44,25,i think of beatnik music and dark piano lounges,47,-25,"angry, disturbed and sharp",26,9,"water on my shower curtain - I feel refreshed, renewed",54,-34,"feels incomplete, poorly planned/executed",41,-31,"abrasive, rough, uneven",23,-9,depressing and confrontational,30,30,home - reminds me of fond memories of the Barnes Museum courtyard (looks just like it),86,21,afraid and anxious,18,-4,"confusion, scattered and diffuse",32,37,very fluid and mysterious,25,9,"a serene, calm and eloquent storm",33,14,muddy and rough,15,-39,"teeth! dancing people, celebrations",35,27,chunky fresh color,18,-28,I think of death,16,-41,"juvenile, faint and weak",24,-40,"feels like a bar scene, tucked away in the corner of a small town",65,7,"musical, animated and happy with somber undertones",50,-45,this is not art to me - it's random collage,43,-20,"sloppy, unintentional",21,2,1,3,1,2,2,2,1,2,1,2,3,3,2,2,1,3,1,2,3,6,5,7,5,6,2,7,1,5,1,100,100,100,100,90,14,95,4,1,,6,8,2,2,8,2,8,5,5,1,6,8,52,1,1,,1,,2,,3,6,5,9591476,Dakota,Laura
111,Carlos,Mariah,good,2/11/2020 10:11,2/11/2020 10:38,0,12.246.161.54,100,1635,1,2/11/2020 10:38,R_1msH1VEsGpktEzL,,,,,33.80599976,-96.69249725,anonymous,EN,1,5b9201ec8315750001e6ebb6,9,"Colors are pleasant, but feels incredibly generic.",50,-11,"The colors are soothing, but the composition feels thoughtless.",63,31,"The composition keeps the eye moving, the colors are satisfying.",64,21,Movement. Snakes. Hair. The uncertainty makes my eye return.,60,31,It feels very strong and open.,30,21,"Clean and simple, a pleasant resting place for the eyes.",56,-41,The dried bottom of a puddle in July.,37,15,Clean and stark. The colors are pleasant.,41,27,Pleasant in all ways.,21,21,The colors and shapes are soothing but also disconcerting.,58,41,The colors are lovely. February getting ready to yield to March.,64,-20,It is very bland and the colors are not cohesive.,49,22,Rain on a cold window.,22,20,The lighting feels like spring.,31,41,"It is visually appealing, stark and simple but natural.",55,-20,Why is that bear there? It looks like it would be gross to touch. The texture bothers me.,89,21,It feels like nature overtaking civilization.,45,15,"It is too busy, but the colors are pleasant.",44,0,"I like the watercolor and colors, do not like the deconstructed city scene feel.",80,-10,It feels like it "almost" several things.,41,15,"Motion, the light marks in the lower right corner are very appealing.",69,21,"The colors are pleasant, the shapes are inviting.",49,20,It feels active and vibrant.,28,-40,It is like a really bad impressionist painting.,47,-30,The proportions are unpleasant.,31,10,Pleasant but bland.,19,-30,The green lines disrupt the image in an unpleasant and hurried way.,67,5,"Colors are pleasing, shapes are vaguely unpleasant. Kidneys at a smoky bar.",75,19,It feels like looking through layers of frustration.,52,-31,It just feels hasty and not well composed. Has an angsty teen feel,66,4,4,4,3,3,4,4,4,3,4,4,3,4,4,4,3,4,1,4,3,3,3,4,3,6,6,5,6,3,2,77,77,77,77,77,1,25,1,2,,6,8,8,1,1,8,1,5,5,8,5,1,37,1,1,,1,,1,,3,3,3,1092763,Carlos,Mariah
112,Stephen,Cheyenne,good,2/11/2020 10:25,2/11/2020 10:39,0,104.136.136.147,100,857,1,2/11/2020 10:39,R_2zpSbgbgWypdVUt,,,,,28.58790588,-81.22640228,anonymous,EN,1,5df9b4122b12bd7153e68e2b,-3,Nothing really going on but good color choices.,47,5,Colors mix nicely.,18,-31,Don't see what the purpose is.,30,-40,Just doesn't look nice.,23,-4,Very little going on.,21,-15,Good painting but too simple to care about it for very long.,60,4,Nice realistic feel but nothing stands out.,43,12,Has nice depth to it.,21,-11,"Too much going on, don't know what the focus is",47,6,"Very nice painting, would like it more with different color choice.",67,44,Very good use of colors,23,-11,Comes off as a bit boring.,26,33,Like how realistic it looks.,28,13,I'm a fan of the background.,28,14,I like how the black and blue clash.,36,7,Cute but there's a lot going on.,32,17,I like the colorfulness.,24,-30,Too abstract to me,18,12,Solid use of colors but wished it looked more realistic.,56,15,Liked the background,20,-21,Don't see anything special about it,35,1,Didn't illicit any reaction,27,4,Solid colors but the white throws it off for me.,48,20,I like how the colors mix in this one.,38,7,It's nice but nothing special.,30,10,No strong reaction but the color scheme is nice,47,2,This one does nothing for me.,29,7,Good use of shapes.,19,50,Really enjoy everything about this one.,39,-10,A bit too dark for my liking,28,2,3,3,3,2,2,4,4,3,3,4,4,4,4,3,4,4,3,4,3,1,3,4,3,4,5,6,2,4,3,11,98,88,92,1,0,62,1,4,Socialist.,5,3,8,2,2,8,8,5,5,8,5,8,25,2,1,,1,,1,,3,4,1,1921867,Stephen,Cheyenne
113,Bryan,Grace,good,2/11/2020 10:19,2/11/2020 10:39,0,64.185.21.225,100,1199,1,2/11/2020 10:39,R_2cpYBeTmK83QH9w,,,,,34.08670044,-98.57119751,anonymous,EN,1,5dec30eb6c078132a7db440e,29,"Again, like the colors & abstractness.",38,0,Like the colors but reminds me of a kids show done in cubism.,61,-45,Just no. I love red but this looks like blood splatter on a wall from a horrific killing.,89,-20,McDonald's golden arches on steroids.,37,-42,Looks like a yellow plastic trash bag.,38,-26,Growth in the desert?  Don't care for it very much.,51,-1,Makes me itch - looks like a closeup of an ant colony or something.,67,20,"Like the colors & the imagery - old city, native peoples maybe.",63,-37,Huh?  Doesn't invoke much.,26,5,"First impression was musical instrument then, because of the gray colors, death.",80,31,Rainy asian city scape.,23,31,Love the colors & the abstractness.,35,48,"Love the colors, love the abstractness, love this Jackson Pollock type painting.",80,1,Like some of the colors but not much else.,42,21,Interesting. Reminds me of a biopsy slide.,43,-49,Something terrible happened. Either the figure on the right is the victim or another shredded toy.,98,48,Reminds me of winters in Minnesota.,35,21,First saw sailing ship in bad weather but then saw woman in upper left - not sure what I'm seeing.,98,0,Looks like a child's rendering of a city street but not too sure.,65,11,Reminds me of Georgia O'Keefe.,30,46,"Like the colors, the cloudy, airy effects. Nice.",48,43,Love vibrant colors & the abstractness.,39,21,Looks like fireworks.,21,41,Abstract falls & nature.,24,-31,Scary. Something out of a Stephen King book/movie.,50,14,Like the muted colors & the scene which seems to be serene.,59,-21,Not fond of the bad pencil drawing mixed with the drab colors.,62,11,A meeting in Old Jerusalem.,27,-10,Doesn't do much for me. I like some of the colors but not much else.,68,1,A little too dull. Would've liked brighter colors. Also looks washed out.,73,3,2,3,3,2,4,4,3,3,2,4,4,3,3,2,3,3,3,2,3,1,5,7,4,6,7,7,1,6,2,50,50,50,50,50,50,49,2,3,,6,4,8,1,8,1,3,6,6,3,6,1,58,1,1,,1,,1,,3,6,3,1421790,Bryan,Grace
116,Ian,Miranda,good,2/11/2020 10:08,2/11/2020 10:39,0,69.129.109.77,100,1890,1,2/11/2020 10:39,R_2zkht7Bu1Md9pgv,,,,,41.86360168,-84.21469879,anonymous,EN,1,5ca603780adbf40001d81e79,13,Someone painted a landscape and decided they didn't like it so they covered it up.,82,-9,I don't really like this but at the same time it's cute. It looks like a little monster kid.,92,-31,It just makes me think of blood splattered everywhere.,54,-43,"I just don't understand this one at all, I do not like it",57,-34,This either looks like a bell or aliens finishing the pyramids,62,-16,"It's slightly unnerving to look at, it looks a little creepy/eerie",66,-42,This looks like a literal picture of the ground so I'm really not too sure about this one.,90,41,"I like this, the longer I look at in the more details I see.",60,27,It looks like someone gave a kid a coloring book page but the colors are soothing and look put together and elegant,115,-20,It reminds me of how my dog has to run all over the place just to poop in one specific location.,96,27,"This one is a little erie, gives me post-apocalyptic feeling",60,-31,This is like going to a really old mcdoanlds in a tiny town and it's never been renovated so it's breaking down,111,-30,"This looks like something that could be made off of windows paint, not a huge fan.",82,-30,This just looks like a kids watercolor painting.,48,10,This gives a skin crawling feeling. Like something that you could see under a mircoscope,88,-30,This looks like it was made by an art student filled with angst,63,28,It seems a little dark but it is very beautiful,47,11,"This one raises some questions, there could be some sort of fight or battle going on.",85,13,It looks cool but at the time looks like it was done by a talented 5 year old.,78,21,"A painting within a painting, the inner painting looks like a car crash with a semi truck.",90,28,This looks very interesting because something is happening but I can't tell what.,81,26,"Its very warm, it reminds of someone not liking their painting so they destoryed it",83,26,"It's very colorful and different, the white looks like people dancing",69,34,I find the colors work really well. It's very pretty but I have no idea as what it is.,86,16,This looks cool but I don't really care for it. Some sort or religious figure?,78,31,"This seems pretty and sweet, it's something I would like to actually see.",73,-8,I'm not a fan. It looks like something my nephews (1 and 2) would make,70,31,This one looks very dark and seems like it has a lot of depth to it.,68,21,This feels chaotic and I like the energy that it gives off.,59,-30,It looks like it was made by pre-k students.,44,1,1,2,2,1,3,2,1,1,1,2,2,1,1,1,1,1,1,1,2,3,5,7,5,7,7,7,1,3,7,30,50,50,50,50,50,50,4,2,,6,2,8,8,4,2,8,6,6,2,5,3,20,1,1,,1,,2,,3,3,1,1135619,Ian,Miranda
117,Jesus,Mackenzie,good,2/11/2020 10:20,2/11/2020 10:40,0,70.167.43.45,100,1156,1,2/11/2020 10:40,R_1C8beAYvGVLl1fP,,,,,38.04649353,-97.34829712,anonymous,EN,1,5d89a4e3241e9c0019e2592c,21,I like the simple aspect to the design,38,-10,Muted green is overpowering,27,20,I like the simplicity of it.,28,-23,"I don't enjoy the colors, or texture, it seems like mustard",59,-26,Overpowering colors.,20,20,I enjoy the color contrast.,27,11,Is simple in color and texture,30,30,The different shapes are fun to look for.,41,-7,"I enjoy the design, but the colors look waxy",44,35,The design is very fluid and fun to interpret,45,30,The different textures and colors make this pleasing to look at.,64,10,I like the color scheme.,24,31,I enjoy the cool colors mixed together,38,35,I like the combination of colors and textures.,46,32,I like the colors and textures.,31,23,I like the mixture of images,28,32,Very fun textures,17,30,The shapes are very fun to interpret,36,-18,Shapes give it a feeling of being crowded,41,21,Shapes are fun to interpret,27,41,The shapes and colors are very interesting to look at.,54,20,Different shapes within the image make it interesting to look at,64,-15,"The usage of color is great, but not my style.",46,32,I like the vivid colors and different textures,46,40,Very nice color contrast and design.,36,30,"Very interesting to look at, I like the shapes, textures and colors.",68,-24,The color palette isn't my taste,32,-10,The muted tones aren't my favorite.,35,11,"The light source is confusing, but still interesting to look at",63,10,I like the forefront design.,28,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,5,5,6,5,6,6,7,2,6,2,75,75,75,75,75,50,75,1,2,,6,8,8,1,2,8,8,6,6,1,5,8,24,1,1,,1,,3,Mid West,3,3,2,3489142,Jesus,Mackenzie
118,Cole,Briana,good,2/11/2020 10:23,2/11/2020 10:40,0,99.203.89.15,100,1050,1,2/11/2020 10:40,R_eFIgaXmmy5bjAEV,,,,,40.74630737,-74.15529633,anonymous,EN,1,5dd75c4c393bd36f49ef07f8,27,I like the colors. But it doesnt look like anything,51,-19,Childish smiley face,20,-37,Sharp peaks look like sharp teeth,33,-30,Fingerpaint of a hand?,22,17,It looks like a poorly drawn pear,33,-16,Close up peach? Hate it,23,-7,Are these ancient cave paintings?,33,24,Its abstract and interesting,28,12,I see a foot. Idk colors are pleasant,37,14,It confuses me. I dont know whats going on,42,-25,Grays arent my thing,20,24,Interesting colors. I really dont like modern art though,56,33,The blue colors are very calming. Reminds me of water,53,14,Simplistic. Looks like a child did it,37,21,It reminds me of when you look up into a tree,45,-50,Weird mixed media piece,23,-7,It looks unfinished,19,17,Two people fighting with one watching,37,34,Its simple and the colors i like. It reminds me of chagall,58,-15,Someone trying to be dali,25,-12,Unfinished. Confusing to look at,32,22,Bright colors feel warm,23,19,White in the middle look like people dancing naked,50,-13,Abstract waterfall landscape. Confusing,39,-34,Its scary. It looks like someone overlooking hell,49,9,Another blob on a landscape. A city street?,43,-30,Unfinished something?,21,-20,Is this anything?,17,-36,Looks like someone trying to make something they dont understand,64,-23,Its ugly. Too simple,20,2,1,2,3,2,1,3,2,3,1,3,2,4,3,2,3,3,2,2,1,3,1,6,5,5,7,7,3,7,1,0,58,69,62,86,0,85,1,2,,6,3,1,1,2,8,1,4,4,8,4,1,29,1,1,,1,,2,,2,5,1,8500728,Cole,Briana
120,Isaac,Chelsea,good,2/11/2020 10:25,2/11/2020 10:42,0,64.125.179.182,100,996,1,2/11/2020 10:42,R_2QxR6pW6JuafP7C,,,,,39.95970154,-75.19950104,anonymous,EN,1,56a5da6181a8ca000d3e7f40,1,The colors are a little too intense.,36,1,Not sure what is happening. I'm not a big fan of the colors but they don't bother me either.,92,-40,It looks like scribbles.,24,-41,The colors remind me of McDonalds.,34,-46,I'm not sure what is going on here.,35,-43,It looks like one tall ugly bird.,33,-27,It looks more like wallpaper rather than a painting.,52,34,It looks like it took a lot of time to complete.,48,-24,I don't like the obvious lines of colored pencil on the border.,63,15,It looks intricate.,19,27,I like the harsh black lines against a soft background.,55,24,I like the gradient of little color on the top to colorful on the bottom.,73,-18,The colors are okay but I don't like the shapes here.,53,29,The colors are pleasing.,24,-39,The colors are too busy.,24,25,I wouldn't hang it up on my wall but I like the colors of the bear.,67,32,The colors are soft.,20,14,I like the detail but I wouldn't hang this up on my wall.,57,-34,It is too busy.,15,15,It is abstract but it looks neat.,33,5,I like the colors. It looks dramatic.,37,-23,"The colors clash, and I don't know what is happening.",53,38,I like the royal colors.,24,32,The colors are relaxing and cheerful.,37,-29,The color and image are unsettling.,35,30,I wish it were more pastel but I think it is relaxing to look at.,65,-36,The green lines look like a child drew over a painting.,55,-38,It is too messy.,16,6,It is intriguing but I don't like the red X.,44,-32,It looks like it was painted in 5 minutes.,42,1,2,2,3,2,2,4,4,3,2,3,4,2,2,4,2,2,1,2,1,4,1,6,1,5,4,7,4,2,6,68,68,78,70,70,14,68,4,2,,6,5,3,1,1,3,4,4,4,3,4,2,23,1,1,,2,21,2,,5,5,1,405599,Isaac,Chelsea
122,Elijah,Breanna,good,2/11/2020 10:13,2/11/2020 10:42,0,152.15.113.7,100,1750,1,2/11/2020 10:42,R_1rC9NZwG9wDTskk,,,,,35.30389404,-80.73149872,anonymous,EN,1,5cc84fdfe72c19001476181b,-6,Makes me feel confused,22,-31,It's just a splash of paint on a canvas,39,-35,Somebody scribbled on a piece of paper,38,-22,"Looks like a hand, not very impressed",37,-16,Makes me feel weird,19,-10,"Not impressed, just very plain",30,-5,Not highly impressed,20,23,Makes me feel nice,18,-33,It's a mix of paint splash and scribbling,41,23,Makes me feel amazed,20,39,"Very cool, makes me feel good",29,-15,It makes me feel confused,25,18,Makes me feel nice and calm,27,30,Makes me feel good,18,-16,Makes me feel weird,19,-50,The bear is terrifying,22,43,"Very cool, makes me feel calm",29,16,Makes me feel confused,22,36,The details are amazing,23,9,Makes me feel impressed,23,-27,Can't understand what it is,27,6,Makes me feel a bit anxious,27,10,Makes me worried,16,31,"Like it, nice attention to details",34,13,Makes me feel intrigued,23,7,Splash of paint in an ordered way,33,6,Not too impressed with the work,31,-5,The colors are depressing,25,-9,Makes me feel untidy,20,-25,Paint scribbled on canvas,25,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,3,2,3,3,1,2,5,5,5,5,6,3,4,6,58,44,62,54,37,20,52,3,3,,4,5,3,4,3,2,4,8,8,1,1,8,29,2,2,Indian,2,6,1,,4,6,1,2048867,Elijah,Breanna
125,Antonio,Caroline,good,2/11/2020 10:15,2/11/2020 10:43,0,73.108.232.241,100,1662,1,2/11/2020 10:43,R_rfsqGpztF8i1eql,,,,,35.75149536,-84.10790253,anonymous,EN,1,5d30eee5e7ca2e001bd4091b,3,Felt nothing in response to this painting,41,-28,Colors are drab and cause a sense of blandness,46,-50,The red makes me think of blood which makes me think of pain,60,-8,"Blah feeling, nothing",21,-50,"Too much angular things happening, makes me think of stabbing something which makes me uncomfortable",100,-25,Lonely and kinda sad,20,-37,Looks like dirt on the ground. Makes me feel unclean,52,35,I love the colors in it and also the faces and door ways. Made me feel hopeful,78,11,Stirs up emotions of watching someone sleep which is relaxing,61,28,This painting made me think of a guitar which made me think of music which envoked happy feelings.,98,20,Makes me think of far away places and traveling. Makes me feel like wandering,77,11,"I like the colors in both sections, brights compared to neutrals. Each block has a different view. I think of the future",120,33,Pretty but didnt cause a reaction,33,26,Makes me think of trees and spring. A good feeling,50,25,Makes me think of a bush and flowers and spring and happy warm times,68,-50,Did not like at all. I think something sinister going on in the background and the bear a diversion,99,50,Beautiful colors. Made me feel soft and feminine,48,30,I think of the ocean and a boat tossed about on the waves. In the upper left is a figure. It is pleasant,104,14,Chaotic. Too much going on in the picture,41,21,Makes me feel weary,19,33,the colors are pretty but I did not feel any thing looking at it,64,-42,Felt blah. Bunch of nothingness,31,23,Like the colors and made me feel happy,38,34,Waterfalls and spring and gives me a sense of renewal,53,-50,"Makes me think of Baphomet, As above so below and is scary",58,28,Calming and relaxing,20,3,"Didnt actually make me feel anything, sort of bland",51,15,Colors are pleasing. Made me think of two people kneeling and talking. A curious feeling.,89,-33,Depressing and with that big red x on it just makes me not like it.,67,13,Fear. It looks like snakes in the picture,41,3,2,3,2,2,2,2,1,1,2,2,2,2,2,1,1,3,4,2,2,1,1,5,4,6,6,6,3,5,1,52,52,52,40,36,36,38,4,3,,6,2,1,2,8,1,3,6,6,4,6,2,36,1,1,,1,,1,,3,5,4,9400940,Antonio,Caroline
